team,season,id,x3fg,x3fga,apg,ast,bkpg,blks,fg_percent,fga,fgm,ft,fta,ft_percent,gm,l,w_l,pct,rank,reb,rpg,st,to,w,TeamNameSpelling,TeamID,ConfAbbrev
tennesseetech,2019,se_data/se_2019,213,620,12.5,389,4.3,134,41.6,1784,742,407,645,63.1,31,23,8-23,25.8,343,1122,36.19,226,517,8,tennessee-tech,1399,ovc
ucdavis,2019,se_data/se_2019,203,619,12.1,375,2.3,71,43.9,1673,735,365,515,70.9,31,20,11-20,35.5,166,928,29.94,196,412,11,uc davis,1413,big_west
ucdavis,2019,se_data/se_2019,203,619,12.1,375,2.3,71,43.9,1673,735,365,515,70.9,31,20,11-20,35.5,166,928,29.94,196,412,11,uc-davis,1413,big_west
dayton,2019,se_data/se_2019,205,617,16.4,541,2.5,81,50.4,1789,902,397,575,69,33,12,21-12,63.6,235,1145,34.7,164,414,21,dayton,1173,a_ten
loyolamaryland,2019,se_data/se_2019,210,616,14,448,2.3,73,45.9,1836,842,438,617,71,32,21,11-21,34.4,163,996,31.13,278,444,11,loyola maryland,1259,patriot
loyolamaryland,2019,se_data/se_2019,210,616,14,448,2.3,73,45.9,1836,842,438,617,71,32,21,11-21,34.4,163,996,31.13,278,444,11,loyola-maryland,1259,patriot
charlotte,2019,se_data/se_2019,191,615,9.9,288,3.5,101,41.5,1442,598,389,524,74.2,29,21,8-21,27.6,57,893,30.79,138,421,8,charlotte,1150,cusa
rhodeisland,2019,se_data/se_2019,172,615,12.2,401,3.9,129,42.9,1914,821,479,704,68,33,15,18-15,54.5,272,1194,36.18,235,405,18,rhode island,1348,a_ten
rhodeisland,2019,se_data/se_2019,172,615,12.2,401,3.9,129,42.9,1914,821,479,704,68,33,15,18-15,54.5,272,1194,36.18,235,405,18,rhode-island,1348,a_ten
centralconnst,2019,se_data/se_2019,201,612,11.4,353,3.5,110,41.4,1821,754,496,634,78.2,31,20,11-20,35.5,5,1108,35.74,172,427,11,central conn. st.,1148,nec
centralconnst,2019,se_data/se_2019,201,612,11.4,353,3.5,110,41.4,1821,754,496,634,78.2,31,20,11-20,35.5,5,1108,35.74,172,427,11,central-conn-st,1148,nec
rutgers,2019,se_data/se_2019,191,612,12.6,390,4,124,41.9,1842,771,372,584,63.7,31,17,14-17,45.2,339,1210,39.03,201,408,14,rutgers,1353,big_ten
umes,2019,se_data/se_2019,172,610,11.3,361,2.2,70,39,1706,666,329,489,67.3,32,25,7-25,21.9,297,991,30.97,186,431,7,umes,1271,meac
westernky,2019,se_data/se_2019,199,608,12.3,417,5.1,174,44.7,1910,853,524,724,72.4,34,14,20-14,58.8,115,1255,36.91,235,466,20,western ky.,1443,cusa
westernky,2019,se_data/se_2019,199,608,12.3,417,5.1,174,44.7,1910,853,524,724,72.4,34,14,20-14,58.8,115,1255,36.91,235,466,20,western-ky,1443,cusa
kentucky,2019,se_data/se_2019,215,607,13.5,501,4.8,176,47.7,2050,978,635,859,73.9,37,7,30-7,81.1,68,1425,38.51,220,466,30,kentucky,1246,sec
minnesota,2019,se_data/se_2019,191,603,14.5,523,3.9,140,43.5,2039,887,578,848,68.2,36,14,22-14,61.1,267,1313,36.47,175,419,22,minnesota,1278,big_ten
ucsantabarbara,2019,se_data/se_2019,204,594,13.5,431,3.3,106,45.4,1819,825,496,693,71.6,32,10,22-10,68.8,147,1212,37.88,159,355,22,uc santa barbara,1364,big_west
ucsantabarbara,2019,se_data/se_2019,204,594,13.5,431,3.3,106,45.4,1819,825,496,693,71.6,32,10,22-10,68.8,147,1212,37.88,159,355,22,uc-santa barbara,1364,big_west
ucsantabarbara,2019,se_data/se_2019,204,594,13.5,431,3.3,106,45.4,1819,825,496,693,71.6,32,10,22-10,68.8,147,1212,37.88,159,355,22,uc-santa-barbara,1364,big_west
california,2019,se_data/se_2019,207,592,10.8,335,3.2,99,42.6,1735,739,436,603,72.3,31,23,8-23,25.8,116,901,29.06,227,354,8,california,1143,pac_twelve
calstfullerton,2019,se_data/se_2019,187,589,12,407,3.5,118,45.4,1911,868,514,726,70.8,34,18,16-18,47.1,169,1224,36,200,451,16,cal st. fullerton,1168,big_west
calstfullerton,2019,se_data/se_2019,187,589,12,407,3.5,118,45.4,1911,868,514,726,70.8,34,18,16-18,47.1,169,1224,36,200,451,16,cal-st-fullerton,1168,big_west
houstonbaptist,2019,se_data/se_2019,200,588,15,449,1.8,54,45.6,1896,865,535,793,67.5,30,18,12-18,40,293,1142,38.07,234,442,12,houston baptist,1223,southland
houstonbaptist,2019,se_data/se_2019,200,588,15,449,1.8,54,45.6,1896,865,535,793,67.5,30,18,12-18,40,293,1142,38.07,234,442,12,houston-baptist,1223,southland
sfa,2019,se_data/se_2019,201,588,11.6,348,3.8,113,43.9,1696,745,414,607,68.2,30,16,14-16,46.7,263,1008,33.6,192,442,14,sfa,1372,southland
valparaiso,2019,se_data/se_2019,185,585,13.1,431,3.1,101,45,1783,802,416,595,69.9,33,18,15-18,45.5,199,1113,33.73,202,436,15,valparaiso,1434,mvc
american,2019,se_data/se_2019,190,583,13.4,402,4.4,131,47.4,1644,780,411,589,69.8,30,15,15-15,50,203,1014,33.8,221,386,15,american,1110,patriot
highpoint,2019,se_data/se_2019,180,583,13,404,2.9,91,44.4,1719,763,409,604,67.7,31,15,16-15,51.6,286,1183,38.16,170,406,16,high point,1219,big_south
highpoint,2019,se_data/se_2019,180,583,13,404,2.9,91,44.4,1719,763,409,604,67.7,31,15,16-15,51.6,286,1183,38.16,170,406,16,high-point,1219,big_south
southcarolinast,2019,se_data/se_2019,193,582,11.4,386,1.8,60,42.9,1892,811,573,772,74.2,34,26,8-26,23.5,60,1138,33.47,167,494,8,south carolina st.,1354,meac
southcarolinast,2019,se_data/se_2019,193,582,11.4,386,1.8,60,42.9,1892,811,573,772,74.2,34,26,8-26,23.5,60,1138,33.47,167,494,8,south-carolina-st,1354,meac
littlerock,2019,se_data/se_2019,206,582,14.3,443,2.8,87,48.4,1687,817,461,703,65.6,31,21,10-21,32.3,324,1061,34.23,169,504,10,little rock,1114,sun_belt
littlerock,2019,se_data/se_2019,206,582,14.3,443,2.8,87,48.4,1687,817,461,703,65.6,31,21,10-21,32.3,324,1061,34.23,169,504,10,little-rock,1114,sun_belt
alabamaam,2019,se_data/se_2019,182,576,12,384,1.5,49,40.7,1807,736,284,453,62.7,32,27,5-27,15.6,345,1025,32.03,234,487,5,alabama a&m,1105,swac
alabamaam,2019,se_data/se_2019,182,576,12,384,1.5,49,40.7,1807,736,284,453,62.7,32,27,5-27,15.6,345,1025,32.03,234,487,5,alabama-am,1105,swac
arkpinebluff,2019,se_data/se_2019,194,574,11.4,365,3.4,109,42.7,1685,719,476,702,67.8,32,19,13-19,40.6,281,1063,33.22,216,478,13,ark pine bluff,1115,swac
arkpinebluff,2019,se_data/se_2019,194,574,11.4,365,3.4,109,42.7,1685,719,476,702,67.8,32,19,13-19,40.6,281,1063,33.22,216,478,13,ark-pine-bluff,1115,swac
arkpinebluff,2019,se_data/se_2019,194,574,11.4,365,3.4,109,42.7,1685,719,476,702,67.8,32,19,13-19,40.6,281,1063,33.22,216,478,13,ark.-pine bluff,1115,swac
georgiatech,2019,se_data/se_2019,176,573,13.5,433,5.2,166,44,1714,755,405,588,68.9,32,18,14-18,43.8,239,1071,33.47,221,459,14,georgia tech,1210,acc
georgiatech,2019,se_data/se_2019,176,573,13.5,433,5.2,166,44,1714,755,405,588,68.9,32,18,14-18,43.8,239,1071,33.47,221,459,14,georgia-tech,1210,acc
southernill,2019,se_data/se_2019,213,570,13.7,438,4,129,46.6,1720,802,377,550,68.5,32,15,17-15,53.1,251,1080,33.75,212,448,17,southern ill.,1356,mvc
southernill,2019,se_data/se_2019,213,570,13.7,438,4,129,46.6,1720,802,377,550,68.5,32,15,17-15,53.1,251,1080,33.75,212,448,17,southern-ill,1356,mvc
saintpeters,2019,se_data/se_2019,184,567,9.4,301,5.5,177,43.1,1639,707,414,570,72.6,32,22,10-22,31.3,106,1037,32.41,172,489,10,saint peter's,1389,maac
saintpeters,2019,se_data/se_2019,184,567,9.4,301,5.5,177,43.1,1639,707,414,570,72.6,32,22,10-22,31.3,106,1037,32.41,172,489,10,saint peter`s,1389,maac
saintpeters,2019,se_data/se_2019,184,567,9.4,301,5.5,177,43.1,1639,707,414,570,72.6,32,22,10-22,31.3,106,1037,32.41,172,489,10,saint peter’s,1389,maac
saintpeters,2019,se_data/se_2019,184,567,9.4,301,5.5,177,43.1,1639,707,414,570,72.6,32,22,10-22,31.3,106,1037,32.41,172,489,10,saint-peters,1389,maac
neworleans,2019,se_data/se_2019,189,566,15.1,497,4.1,134,44.4,1941,862,471,681,69.2,33,14,19-14,57.6,230,1166,35.33,285,517,19,new orleans,1309,southland
neworleans,2019,se_data/se_2019,189,566,15.1,497,4.1,134,44.4,1941,862,471,681,69.2,33,14,19-14,57.6,230,1166,35.33,285,517,19,new-orleans,1309,southland
neworleans,2019,se_data/se_2019,189,566,15.1,497,4.1,134,44.4,1941,862,471,681,69.2,33,14,19-14,57.6,230,1166,35.33,285,517,19,neworleans,1309,southland
pacific,2019,se_data/se_2019,198,566,10.2,325,1.4,46,42.2,1681,710,520,698,74.5,32,18,14-18,43.8,46,1040,32.5,199,426,14,pacific,1334,wcc
monmouth,2019,se_data/se_2019,168,566,10.8,379,2.9,101,41.4,1916,794,530,773,68.6,35,21,14-21,40,250,1224,34.97,237,502,14,monmouth,1284,maac
loyolachicago,2019,se_data/se_2019,206,563,13.8,468,2.3,78,49.3,1687,831,363,545,66.6,34,14,20-14,58.8,313,1013,29.79,220,408,20,loyola chicago,1260,mvc
loyolachicago,2019,se_data/se_2019,206,563,13.8,468,2.3,78,49.3,1687,831,363,545,66.6,34,14,20-14,58.8,313,1013,29.79,220,408,20,loyola-chicago,1260,mvc
mississippival,2019,se_data/se_2019,172,554,11.3,361,2.2,70,38,1923,730,426,647,65.8,32,26,6-26,18.8,321,1170,36.56,176,415,6,mississippi val.,1290,swac
mississippival,2019,se_data/se_2019,172,554,11.3,361,2.2,70,38,1923,730,426,647,65.8,32,26,6-26,18.8,321,1170,36.56,176,415,6,mississippi-val,1290,swac
jacksonst,2019,se_data/se_2019,155,554,11.2,359,3.9,124,40.4,1774,717,385,607,63.4,32,19,13-19,40.6,340,1127,35.22,209,437,13,jackson st,1238,swac
jacksonst,2019,se_data/se_2019,155,554,11.2,359,3.9,124,40.4,1774,717,385,607,63.4,32,19,13-19,40.6,340,1127,35.22,209,437,13,jackson st.,1238,swac
jacksonst,2019,se_data/se_2019,155,554,11.2,359,3.9,124,40.4,1774,717,385,607,63.4,32,19,13-19,40.6,340,1127,35.22,209,437,13,jackson-st,1238,swac
grambling,2019,se_data/se_2019,223,553,12.4,420,4.3,147,45.2,1846,834,535,781,68.5,34,17,17-17,50,252,1287,37.85,193,535,17,grambling,1212,swac
towson,2019,se_data/se_2019,180,550,10,319,2.9,94,43.5,1860,810,370,532,69.5,32,22,10-22,31.3,208,1182,36.94,154,390,10,towson,1406,caa
mcneese,2019,se_data/se_2019,168,548,13.8,429,3.1,97,45.3,1676,760,461,647,71.3,31,22,9-22,29,155,1053,33.97,147,450,9,mcneese,1270,southland
eastcarolina,2019,se_data/se_2019,155,545,12.3,382,3.5,110,41.8,1791,749,435,638,68.2,31,21,10-21,32.3,265,1061,34.23,224,416,10,east carolina,1187,aac
eastcarolina,2019,se_data/se_2019,155,545,12.3,382,3.5,110,41.8,1791,749,435,638,68.2,31,21,10-21,32.3,265,1061,34.23,224,416,10,east-carolina,1187,aac
southernu,2019,se_data/se_2019,180,544,11.6,372,2.7,86,44,1710,752,393,588,66.8,32,25,7-25,21.9,307,981,30.66,216,510,7,southern u,1380,swac
southernu,2019,se_data/se_2019,180,544,11.6,372,2.7,86,44,1710,752,393,588,66.8,32,25,7-25,21.9,307,981,30.66,216,510,7,southern u.,1380,swac
southernu,2019,se_data/se_2019,180,544,11.6,372,2.7,86,44,1710,752,393,588,66.8,32,25,7-25,21.9,307,981,30.66,216,510,7,southern-u,1380,swac
sacramentost,2019,se_data/se_2019,175,527,13.9,431,3.4,104,44.8,1800,806,410,592,69.3,31,16,15-16,48.4,222,1051,33.9,239,404,15,sacramento st.,1170,big_sky
sacramentost,2019,se_data/se_2019,175,527,13.9,431,3.4,104,44.8,1800,806,410,592,69.3,31,16,15-16,48.4,222,1051,33.9,239,404,15,sacramento-st,1170,big_sky
morganst,2019,se_data/se_2019,168,521,11.9,358,1.6,48,39.4,1919,757,477,669,71.3,30,21,9-21,30,154,1081,36.03,230,401,9,morgan st,1288,meac
morganst,2019,se_data/se_2019,168,521,11.9,358,1.6,48,39.4,1919,757,477,669,71.3,30,21,9-21,30,154,1081,36.03,230,401,9,morgan st.,1288,meac
morganst,2019,se_data/se_2019,168,521,11.9,358,1.6,48,39.4,1919,757,477,669,71.3,30,21,9-21,30,154,1081,36.03,230,401,9,morgan-st,1288,meac
indianast,2019,se_data/se_2019,178,491,11,342,2.4,73,44,1719,757,454,621,73.1,31,16,15-16,48.4,95,1007,32.48,207,402,15,indiana st,1232,mvc
indianast,2019,se_data/se_2019,178,491,11,342,2.4,73,44,1719,757,454,621,73.1,31,16,15-16,48.4,95,1007,32.48,207,402,15,indiana st.,1232,mvc
indianast,2019,se_data/se_2019,178,491,11,342,2.4,73,44,1719,757,454,621,73.1,31,16,15-16,48.4,95,1007,32.48,207,402,15,indiana-st,1232,mvc
floridaam,2019,se_data/se_2019,180,489,11.5,355,3.6,111,43.8,1640,719,309,503,61.4,31,19,12-19,38.7,347,995,32.1,226,498,12,florida a&m,1197,meac
floridaam,2019,se_data/se_2019,180,489,11.5,355,3.6,111,43.8,1640,719,309,503,61.4,31,19,12-19,38.7,347,995,32.1,226,498,12,florida-am,1197,meac
chicagost,2019,se_data/se_2019,141,471,11.8,376,2.3,72,41,1751,718,393,581,67.6,32,29,3-29,9.4,290,995,31.09,193,513,3,chicago st,1152,wac
chicagost,2019,se_data/se_2019,141,471,11.8,376,2.3,72,41,1751,718,393,581,67.6,32,29,3-29,9.4,290,995,31.09,193,513,3,chicago st.,1152,wac
chicagost,2019,se_data/se_2019,141,471,11.8,376,2.3,72,41,1751,718,393,581,67.6,32,29,3-29,9.4,290,995,31.09,193,513,3,chicago-st,1152,wac
kennesawst,2019,se_data/se_2019,136,438,11.3,362,3.3,106,38.1,1945,742,410,590,69.5,32,26,6-26,18.8,213,1163,36.34,185,437,6,kennesaw st.,1244,a_sun
kennesawst,2019,se_data/se_2019,136,438,11.3,362,3.3,106,38.1,1945,742,410,590,69.5,32,26,6-26,18.8,213,1163,36.34,185,437,6,kennesaw-st,1244,a_sun
fiu,2020,se_data/se_2020,286,819,14.7,471,6.6,210,45.6,1968,898,373,574,65,32,13,19-13,59.4,39,1143,35.7,280,482,19,fiu,1198,cusa
duke,2020,se_data/se_2020,217,617,15.5,479,6.1,188,47,1957,920,501,696,72,31,6,25-6,80.6,251,1244,40.1,258,409,25,duke,1181,acc
washington,2020,se_data/se_2020,220,677,12.5,399,6,192,44.1,1763,778,483,669,72.2,32,17,15-17,46.9,179,1131,35.3,236,483,15,washington,1449,pac_twelve
uconn,2020,se_data/se_2020,216,667,12.9,400,6,185,42,1862,782,478,644,74.2,31,12,19-12,61.3,190,1174,37.9,220,440,19,uconn,1163,aac
marshall,2020,se_data/se_2020,245,783,14.2,454,5.9,190,44.2,2028,897,390,588,66.3,32,15,17-15,53.1,64,1240,38.8,260,474,17,marshall,1267,cusa
memphis,2020,se_data/se_2020,204,620,14.1,438,5.9,184,44,1763,775,478,704,67.9,31,10,21-10,67.7,247,1240,40,242,510,21,memphis,1272,aac
setonhall,2020,se_data/se_2020,238,711,14.6,437,5.8,174,44.6,1754,783,437,611,71.5,30,9,21-9,70,130,1113,37.1,210,396,21,seton hall,1371,big_east
setonhall,2020,se_data/se_2020,238,711,14.6,437,5.8,174,44.6,1754,783,437,611,71.5,30,9,21-9,70,130,1113,37.1,210,396,21,seton-hall,1371,big_east
tennessee,2020,se_data/se_2020,187,598,14.5,448,5.6,174,43.2,1656,715,462,616,75,31,14,17-14,54.8,266,1069,34.5,186,423,17,tennessee,1397,sec
duquesne,2020,se_data/se_2020,235,738,14.3,428,5.4,161,44.3,1711,758,395,562,70.3,30,9,21-9,70,107,1050,35,207,379,21,duquesne,1182,a_ten
harvard,2020,se_data/se_2020,209,635,11.8,343,5.3,153,45.4,1680,763,379,541,70.1,29,8,21-8,72.4,232,1110,38.3,187,405,21,harvard,1217,ivy
utahvalley,2020,se_data/se_2020,192,635,13.7,412,5.2,157,44.1,1696,748,417,585,71.3,30,19,11-19,36.7,232,1057,35.2,173,427,11,utah valley,1430,wac
utahvalley,2020,se_data/se_2020,192,635,13.7,412,5.2,157,44.1,1696,748,417,585,71.3,30,19,11-19,36.7,232,1057,35.2,173,427,11,utah-valley,1430,wac
floridast,2020,se_data/se_2020,230,655,13.2,409,5.2,162,45.7,1848,844,418,557,75,31,5,26-5,83.9,205,1102,35.5,273,411,26,florida st,1199,acc
floridast,2020,se_data/se_2020,230,655,13.2,409,5.2,162,45.7,1848,844,418,557,75,31,5,26-5,83.9,205,1102,35.5,273,411,26,florida st.,1199,acc
floridast,2020,se_data/se_2020,230,655,13.2,409,5.2,162,45.7,1848,844,418,557,75,31,5,26-5,83.9,205,1102,35.5,273,411,26,florida-st,1199,acc
centralark,2020,se_data/se_2020,231,744,14.5,451,5.1,159,42.2,1842,777,531,741,71.7,31,21,10-21,32.3,99,1189,38.4,164,550,10,central ark.,1146,southland
centralark,2020,se_data/se_2020,231,744,14.5,451,5.1,159,42.2,1842,777,531,741,71.7,31,21,10-21,32.3,99,1189,38.4,164,550,10,central-ark,1146,southland
mississippist,2020,se_data/se_2020,161,479,13.4,415,5.1,158,46.8,1713,802,510,676,75.4,31,11,20-11,64.5,342,1161,37.5,174,431,20,mississippi st,1280,sec
mississippist,2020,se_data/se_2020,161,479,13.4,415,5.1,158,46.8,1713,802,510,676,75.4,31,11,20-11,64.5,342,1161,37.5,174,431,20,mississippi st.,1280,sec
mississippist,2020,se_data/se_2020,161,479,13.4,415,5.1,158,46.8,1713,802,510,676,75.4,31,11,20-11,64.5,342,1161,37.5,174,431,20,mississippi-st,1280,sec
michiganst,2020,se_data/se_2020,239,687,17.7,549,5,156,46.1,1833,845,424,565,75,31,9,22-9,71,162,1258,40.6,159,389,22,michigan st,1277,big_ten
michiganst,2020,se_data/se_2020,239,687,17.7,549,5,156,46.1,1833,845,424,565,75,31,9,22-9,71,162,1258,40.6,159,389,22,michigan st.,1277,big_ten
michiganst,2020,se_data/se_2020,239,687,17.7,549,5,156,46.1,1833,845,424,565,75,31,9,22-9,71,162,1258,40.6,159,389,22,michigan-st,1277,big_ten
depaul,2020,se_data/se_2020,181,579,13.6,434,5,159,43.7,1906,832,417,634,65.8,32,16,16-16,50,281,1191,37.2,257,469,16,depaul,1177,big_east
kentucky,2020,se_data/se_2020,157,458,13.4,415,4.9,153,46.1,1723,795,560,703,79.7,31,6,25-6,80.6,347,1136,36.6,162,387,25,kentucky,1246,sec
southerncalifornia,2020,se_data/se_2020,200,571,13.9,430,4.9,152,43.9,1780,781,417,630,66.2,31,9,22-9,71,289,1194,38.5,207,448,22,southern california,1425,pac_twelve
southerncalifornia,2020,se_data/se_2020,200,571,13.9,430,4.9,152,43.9,1780,781,417,630,66.2,31,9,22-9,71,289,1194,38.5,207,448,22,southern-california,1425,pac_twelve
virginia,2020,se_data/se_2020,170,560,11.4,343,4.9,147,41.3,1515,626,289,403,71.7,30,7,23-7,76.7,298,1025,34.2,161,368,23,virginia,1438,acc
tcu,2020,se_data/se_2020,274,779,14.7,469,4.9,156,42.2,1798,758,303,476,63.7,32,16,16-16,50,69,1118,34.9,220,455,16,tcu,1395,big_twelve
houston,2020,se_data/se_2020,216,641,12.9,400,4.9,151,42.2,1868,788,449,615,73,31,8,23-8,74.2,225,1286,41.5,161,370,23,houston,1222,aac
auburn,2020,se_data/se_2020,252,824,12.8,397,4.9,151,43.3,1868,808,551,818,67.4,31,6,25-6,80.6,36,1265,40.8,199,399,25,auburn,1120,sec
oregonst,2020,se_data/se_2020,189,582,14.7,455,4.9,151,46,1667,766,486,647,75.1,31,13,18-13,58.1,279,1009,32.5,192,358,18,oregon st,1333,pac_twelve
oregonst,2020,se_data/se_2020,189,582,14.7,455,4.9,151,46,1667,766,486,647,75.1,31,13,18-13,58.1,279,1009,32.5,192,358,18,oregon st.,1333,pac_twelve
oregonst,2020,se_data/se_2020,189,582,14.7,455,4.9,151,46,1667,766,486,647,75.1,31,13,18-13,58.1,279,1009,32.5,192,358,18,oregon-st,1333,pac_twelve
cincinnati,2020,se_data/se_2020,197,618,14.6,437,4.9,146,44.5,1713,763,459,678,67.7,30,10,20-10,66.7,249,1131,37.7,196,432,20,cincinnati,1153,aac
pennst,2020,se_data/se_2020,249,765,14.3,443,4.8,150,43.1,1931,832,414,598,69.2,31,10,21-10,67.7,78,1202,38.8,233,349,21,penn st,1336,big_ten
pennst,2020,se_data/se_2020,249,765,14.3,443,4.8,150,43.1,1931,832,414,598,69.2,31,10,21-10,67.7,78,1202,38.8,233,349,21,penn st.,1336,big_ten
pennst,2020,se_data/se_2020,249,765,14.3,443,4.8,150,43.1,1931,832,414,598,69.2,31,10,21-10,67.7,78,1202,38.8,233,349,21,penn-st,1336,big_ten
gardnerwebb,2020,se_data/se_2020,254,706,13.7,438,4.7,150,44.8,1809,810,444,640,69.4,32,16,16-16,50,134,1124,35.1,201,399,16,gardner webb,1205,big_south
gardnerwebb,2020,se_data/se_2020,254,706,13.7,438,4.7,150,44.8,1809,810,444,640,69.4,32,16,16-16,50,134,1124,35.1,201,399,16,gardner-webb,1205,big_south
kansas,2020,se_data/se_2020,199,578,13.9,432,4.7,145,48.4,1758,851,411,616,66.7,31,3,28-3,90.3,282,1196,38.6,237,396,28,kansas,1242,big_twelve
georgemason,2020,se_data/se_2020,189,622,10.9,349,4.7,149,42.4,1805,765,429,621,69.1,32,15,17-15,53.1,244,1191,37.2,194,435,17,george mason,1206,a_ten
georgemason,2020,se_data/se_2020,189,622,10.9,349,4.7,149,42.4,1805,765,429,621,69.1,32,15,17-15,53.1,244,1191,37.2,194,435,17,george-mason,1206,a_ten
minnesota,2020,se_data/se_2020,257,762,15.1,467,4.6,144,42.5,1871,796,356,515,69.1,31,16,15-16,48.4,85,1217,39.3,147,351,15,minnesota,1278,big_ten
stonybrook,2020,se_data/se_2020,274,822,11.2,368,4.6,152,40.7,1909,777,455,628,72.5,33,13,20-13,60.6,38,1266,38.4,221,480,20,stony brook,1392,aec
stonybrook,2020,se_data/se_2020,274,822,11.2,368,4.6,152,40.7,1909,777,455,628,72.5,33,13,20-13,60.6,38,1266,38.4,221,480,20,stony-brook,1392,aec
saintpeters,2020,se_data/se_2020,185,541,10.5,316,4.6,138,40.5,1665,674,457,632,72.3,30,12,18-12,60,314,1125,37.5,223,485,18,saint peter's,1389,maac
saintpeters,2020,se_data/se_2020,185,541,10.5,316,4.6,138,40.5,1665,674,457,632,72.3,30,12,18-12,60,314,1125,37.5,223,485,18,saint peter`s,1389,maac
saintpeters,2020,se_data/se_2020,185,541,10.5,316,4.6,138,40.5,1665,674,457,632,72.3,30,12,18-12,60,314,1125,37.5,223,485,18,saint peter’s,1389,maac
saintpeters,2020,se_data/se_2020,185,541,10.5,316,4.6,138,40.5,1665,674,457,632,72.3,30,12,18-12,60,314,1125,37.5,223,485,18,saint-peters,1389,maac
buffalo,2020,se_data/se_2020,261,809,14.8,473,4.6,147,43.3,2139,927,401,598,67.1,32,12,20-12,62.5,45,1342,41.9,249,437,20,buffalo,1138,mac
rutgers,2020,se_data/se_2020,172,554,12.7,394,4.6,142,44.7,1847,825,346,537,64.4,31,11,20-11,64.5,305,1245,40.2,203,379,20,rutgers,1353,big_ten
georgiatech,2020,se_data/se_2020,161,516,13.7,425,4.6,142,45.2,1727,781,403,595,67.7,31,14,17-14,54.8,326,1127,36.4,220,503,17,georgia tech,1210,acc
georgiatech,2020,se_data/se_2020,161,516,13.7,425,4.6,142,45.2,1727,781,403,595,67.7,31,14,17-14,54.8,326,1127,36.4,220,503,17,georgia-tech,1210,acc
lamaruniversity,2020,se_data/se_2020,189,572,13.3,427,4.6,146,43.7,1903,831,461,654,70.5,32,15,17-15,53.1,288,1138,35.6,284,467,17,lamar university,1249,southland
lamaruniversity,2020,se_data/se_2020,189,572,13.3,427,4.6,146,43.7,1903,831,461,654,70.5,32,15,17-15,53.1,288,1138,35.6,284,467,17,lamar-university,1249,southland
ncstate,2020,se_data/se_2020,222,697,13.6,434,4.5,145,45.2,1958,885,396,558,71,32,12,20-12,62.5,149,1142,35.7,245,383,20,n.c. state,1301,acc
ncstate,2020,se_data/se_2020,222,697,13.6,434,4.5,145,45.2,1958,885,396,558,71,32,12,20-12,62.5,149,1142,35.7,245,383,20,nc state,1301,acc
ncstate,2020,se_data/se_2020,222,697,13.6,434,4.5,145,45.2,1958,885,396,558,71,32,12,20-12,62.5,149,1142,35.7,245,383,20,nc-state,1301,acc
stfrancisbrooklyn,2020,se_data/se_2020,197,664,12,372,4.5,140,41.9,1903,798,373,511,73,31,18,13-18,41.9,193,1125,36.3,199,398,13,st-francis-brooklyn,1383,nec
stfrancisbrooklyn,2020,se_data/se_2020,197,664,12,372,4.5,140,41.9,1903,798,373,511,73,31,18,13-18,41.9,193,1125,36.3,199,398,13,st. francis brooklyn,1383,nec
michigan,2020,se_data/se_2020,247,729,14.6,454,4.5,140,46.2,1864,861,357,498,71.7,31,12,19-12,61.3,114,1119,36.1,169,332,19,michigan,1276,big_ten
syracuse,2020,se_data/se_2020,259,787,14,447,4.5,143,43.5,1867,813,493,666,74,32,14,18-14,56.3,59,1146,35.8,237,363,18,syracuse,1393,acc
lafayette,2020,se_data/se_2020,265,774,15.3,473,4.5,138,45.2,1765,798,313,422,74.2,31,12,19-12,61.3,71,1079,34.8,147,375,19,lafayette,1248,patriot
easternill,2020,se_data/se_2020,215,629,14.1,450,4.4,141,45.8,1945,890,382,579,66,32,15,17-15,53.1,238,1170,36.6,245,402,17,eastern ill.,1183,ovc
easternill,2020,se_data/se_2020,215,629,14.1,450,4.4,141,45.8,1945,890,382,579,66,32,15,17-15,53.1,238,1170,36.6,245,402,17,eastern-ill,1183,ovc
moreheadst,2020,se_data/se_2020,184,639,13.4,430,4.4,141,43.4,1902,826,372,583,63.8,32,19,13-19,40.6,228,1192,37.3,190,401,13,morehead st,1287,ovc
moreheadst,2020,se_data/se_2020,184,639,13.4,430,4.4,141,43.4,1902,826,372,583,63.8,32,19,13-19,40.6,228,1192,37.3,190,401,13,morehead st.,1287,ovc
